moviesName,moviesRatings,moviesNumbers,moviesComment
神偷奶爸 Despicable Me,8.6,91508,"['比玩具总动员3还要好看，同意的点有用', '这个动画片再次证明了，不怕讲老故事，只需要有颗不老的心。打动人的是里面的小情趣，小可爱，小孤独，坚硬外表下谁都渴望一颗被温暖的心。真的远比toy3得我的心。', '不行了不行了萌死我了>//////////<', '密集物恐惧症也不恐惧了 太可爱鸟！', '必须说，太一般了，一般到对不起豆瓣的高评分。']"
"怪兽电力公司 Monsters, Inc.",8.7,46183,"['kitty长得有点像姜文~', '买了张蓝光碟，再次重看，画质优秀了，似乎离怪物们更近了，原来毛怪10年前的毛发就这么逼真了。再次感叹皮克斯的创意和想象力，最棒的地方也就是这个创意了，皮克斯的动画片过程可能都很相似，唯独创意个个都很独特。★★★★', '和女儿一起看的，她比阿布还要可爱。', '在怪兽的世界，有一家最大的电力公司，依靠吓唬甜睡的宝宝，取得孩子的惊叫声做成发电的能量。惊叹于他们天马行空的想像能力。', '好欢乐?只是，麦克他俩发达了之后难道不应该回去探望感谢下雪人兄么？毕竟人家在他们被放逐的时候慷慨接待过，他俩也还摔烂了人家的雪橇，苟富贵，勿相忘啊。。。']"
风之谷 風の谷のナウシカ,8.9,32773,"['当女主角在黄金之海上复活的时候,我那发达的泪腺又西里哗啦了..', '宫崎骏最爱。动画片的圣经', '大师的第一部作品总是这样惊艳。虽然结尾有点俗而且女主太白莲花，但是最爱宫崎骏片子里勇敢坚强善良的女性形象，让现在的商业大片都感到羞愧。“反派”都是有自己信仰的立体的人，而不是为了坏而坏。真正作恶的还是人类自己。', '很有深意的一部片子，人与自然的关系是互相尊重的。', '【B+】我果然还是更喜欢宫崎骏更具深度更宏大的那类动画，这片子有一种独特的质感，但说教意味太浓（老婆婆这个角色甚至就是为了说教存在的），而且那个结局三两下就算完事儿也太敷衍了吧！比幽灵公主要差不少']"
玩具总动员3 Toy Story 3,8.8,55929,"['让我笑已经够了，居然还能让我哭，nice job！', '话说讲到草莓熊被抛弃那段，前排一个五岁大的男孩侧头问妈妈：“妈妈我想哭！”最后十分钟，直击本人泪腺。我想到了我家的玩具，上百件的玩具。他们还在我家后院车棚的箱子里，在我学会打飞机之前，他们是最纯粹的真谛！', '最后安迪细数自己的玩具那让我意识到自己也就这样长大了，和我那些玩具。《玩具总动员》自幼在我心中烙下印记：让我觉得玩具都是有感情的小生命，在我们不知道的维度里有喜怒哀乐。而且玩具相对于真正的生命带给我的压力会小一些。玩具不会死，只要不遗弃它们，所以千万不要遗弃他们。7.9和你再看。', '还记得你的那些玩伴么？', '虽然是动画片，但没有一味地弘扬真善美，也反映了人性丑恶的一面。\n比如抱抱熊罗素，它被替代了，它自己要走，还强行要别人也跟着离开。\n胡迪救了它一命，它还恩将仇报。\n除此之外，它还挑拨离间，企图让巴斯光年背叛朋友。\n软的不行就来硬的，将巴斯光年恢复出厂设置，甚至提醒巴斯光年“当心它们对你用反间计”，太可怕了。\n幼儿园充满黑暗和邪恶，连玩具也存在金字塔制度，分阶层和等级，有各种明争暗斗。\n有卡车队伍巡逻...']"
完美的世界 A Perfect World,9.1,36696,"['我只杀过两个人，一个伤害了我妈妈，一个伤害了你', '他看见他，他带走他，就像带走童年的自己。他终于相信这个世界有鬼了，眼前这个开枪打伤他的小鬼就是童年自己的鬼魅。“再见，这是完美之旅。”再见，布奇。', '将公路片、伦理片、警匪片等诸多片种熔于一炉，适应了当代美国电影的新趋向———类型交汇。于是，有了修正型公路片一说。', ""斯德哥尔摩综合症-Phillip 'Buzz' Perry "", '我这辈子只杀过两个人，一个是伤害我妈妈的人，一个是伤害你的人。这个“你”却是仅仅相识一天的男孩。。同样缺失父爱的两人以这种方式依赖对方。特别安静特别可爱的男孩，以后也要给我孩子穿这样的连体衣！太萌了！']"
血战钢锯岭 Hacksaw Ridge,8.7,130444,"['正常国家的战争片告诉你，战争是一件肮脏残酷血腥恐怖的事情。你要有中奖般的运气才能活下来。军国主义国家战争片告诉你，战争很好玩，敌人很愚蠢，每天除了开枪打靶一样打敌人之外，就可以游手好闲，不用上班不用种田，关键还有各种风格的漂亮妹子陪伴', '看完觉得吹牛啊，结果片尾出现正主时震惊了，再一查历史，真实道哥居然比电影里还开挂，真死人堆里爬出来的。当下好莱坞难得一见的右派电影，梅尔吉布森甩掉了神神叨叨，拿出宗教信仰和残酷战场，战争场景真实血腥，令人发指的牛逼 #这战争场景要是3D高清估计得看吐了#', '美国抗日神剧：乡巴佬,不杀人,信上帝,救队友。前一小时昏昏欲睡,而且新兵营抄袭<全金属外壳>.全片最好的就是40分钟的战争戏, 剪辑不错,混音很好,配乐能给老美煽哭。电脑特效五毛,化妆能让你吐出来。适合那些从没在电影院看过什么正经战争片的观众。槽点密集,比如日军冲到悬崖边却不扔手雷,人肉小吉普…', '“每个人的信仰都值得尊重，这就是最真实的我们” 我操，好久没看到如此热血经典范儿的电影了！复古老派，却看得老泪纵横。继上一部导演作品《启示》后，阔别十年的梅尔·吉布森依然出手不凡！恍惚在看2016的《地心引力》《勇敢的心》《拯救大兵瑞恩》《辛德勒的名单》…（短评也得老干部一点', '真实故事非常值得尊敬，但是这种满屏飞肠子的宗教狂热/主旋律的抗日神片风格实在不能认同。槽点多到数不过来，加菲主角光环大到可以徒手接手榴弹，队友捡回来的圣经可以直接穿越成入党申请书，日军智商战斗力全程不在线，没烧悬崖边的绳索，也不知道往下扔炸药包，啊…还有那迷之展开的感情戏…']"
上帝之城 Cidade de Deus,8.9,37248,"['评论这部电影是可耻的', '可是我们的困难无关紧要，在里约热内卢的风景明信片上，是不可能看到我们的', '“被上帝抛弃了的上帝之城”。无望之城。抢劫、杀人、贩毒、少年帮派、警匪一家……出生于此的孩子们唯有依靠信仰、爱情、音乐、教育等才有可能“飞跃贫民窟”，但在那之前，你得确保自己活着。“讲故事”的表现形式冲淡了些许戾气，如若不然，也许会残酷得让人看不下去。', ""li'l的发小同伙眼镜benny太可爱了...五官一点都不像典型黑人，笑起来还有甜甜的酒窝..迄今我看过的最好的拉丁电影"", '暴力永远是贫民窟不可分割的一部分']"
傲慢与偏见 Pride & Prejudice,8.6,98450,"['这达西先生是痴呆不是傲慢吧……', '那个傲慢的人在溢满雾气的晨曦中走来，用最卑微的姿态求你爱他，甚是美好', '这一版的每一刻都美得让我心醉。特别是片尾达西从田野的晨雾中向伊丽莎白走来的镜头~', '温馨的结局,看到和爸爸谈话的那段,哭了', '当两个无比骄傲的人终于发现自己的愚蠢，爱情才超越一切从天而至，祥和美好。片尾，Darcy一声接一声、一边亲吻一边温柔地叫着Mrs. Darcy，真是美到摄魂。']"
时空恋旅人 About Time,8.7,89874,"['突然悟出一個道理。分分合合的戀情，多半因為其中一方熱切於go back in time，重臨兩人曾經的過往。而另一方並不。', '“我试着过好每一天，就像我已经穿越回去那天一样，去享受它，当它是我非凡却又普通人生的最后一天…跌跌撞撞和摔倒都造就了现在的我。” 扔掉可反悔的《人生遥控器》，过好每一天！50%的浪漫爱情+50%的家庭亲情和人生感悟，不如《真爱至上》《海盗电台》浪漫的彻底，却也直抵人心。打个俗分4星。', '一般充满温情正能量，几个容易引起美好共鸣的桥段比如婚礼，生娃之类，再配上一个有点儿笨拙但绝对善良痴情的男主，都能在豆瓣上拿个虚高的分数。', '选角美，配乐美，造型美，镜头美，剧情美，台词美，这样一部让人心情好的电影，我都快忘了爱情事件多美的事儿了，可电影不仅仅只描述了爱情，还有温馨的家人，给一百颗星都不够！Rachel这样可人的女孩，要遇到了我一定会去追 ?', '关于时空穿越的“技术流”问题不少，但是作为一部有笑有泪又有爱的心灵鸡汤片该做的也都基本表现到位，尤其泪点深得Eternal Sunshine of the Spotless Mind和The Curious Case of Benjamin Button之精髓。']"
电锯惊魂 Saw,8.7,54515,"['最后五分钟让我全身发抖！', '这其实是个励志片好不好，杀手先生告诉俺们即使在生命的尽头还是能干成很多事情滴~', '硬伤多，黑人警察傻到爆炸', '悬疑多过恐怖，结局很出人意料，非常值得一看。', '看第一部的时候着实被他的情节设计给惊讶到了。']"
喜宴 囍宴,8.9,47688,"['看來 高爸爸也是gay  跟張管家有一腿  但是爲了這個家嘛  延續香火 就只好結婚生娃咯', '少年时看过后存在硬盘里，想着哪天出柜时放给母亲看。后来母亲走了，我没能给她一场喜宴，也没能给她看过这部电影。这一生再也没有机会了。今晚我囫囵吞枣地又看了一遍，然后删除，从此没有福分将它留在硬盘里。', '能把直男变弯，弯男变直的好片子。。。', '所以说，结婚的时候一定要搞清楚伴郎和新郎的关系。微虐慎入。', '《喜宴》最好的地方在于拍成了喜剧片，而且真的能让人笑出来，如果板着脸讲这个故事，说不定就味同嚼蜡了。这么多年李安对于乖乖仔的审美一直都没什么变化，从赵文瑄到托比·马奎尔、王力宏和比利林恩，他就是喜欢五官深邃且人畜无害的大男孩。']"
教父3 The Godfather: Part III,8.9,24810,"['看到最后要哭死了，可能因为总算有终了，这是教父系列我最喜欢的一部。另外想问问索菲亚小姐，您演技差也没关系但是没见过人死吗。。。。要不是帕西诺在嚎啕就完全没泪点了。', '""All the power on faith can\'t change destiny.""\n任何信念的力量，都无法改变命运。\n人们觉得第三部不好的原因只是我们不愿接受故事的真实结局。', '教父们的遗恨。江山易主、风水轮流转的苦痛。怒火蒙蔽理智。麦克：“文森，你将走向不归路。”暗藏杀机的歌剧音乐会。宗教的介入是一种心灵的救赎，一种精神的寄托。玛莉的死去  阶梯上的红地毯浸满了鲜血。悲剧就是把最好的东西毁坏给你看。', '140 我发现我一看这种有人到末年情节的电影就控制不住自己的情绪，这部从Machiel中风开始我就止不住流泪，直到最后无声地倒下。我很幸运，整个教父系列都是首次在大银幕上看的，这是多少钱也买不来的经历。', 'Michael Corleone也想做一个好人。但人在江湖，身不由己，为了家族，黑道浮沉数十载，甚至杀死了自己的哥哥。风烛残年的昔日教父坐在故乡夕阳下的藤椅上，回想这世间他最爱的三个女人，如今全都已离他而去。手间滑落的橘子、两只土狗与一口老井见证了他最后的悲凉。 ——2018重温']"
谍影重重3 The Bourne Ultimatum,8.8,33505,"['紧凑、凌厉，史上最佳间谍动作片。', '车站和小镇两段，绝对的经典。', '一夫当关万夫莫开。虽然有点神化，但伯恩真是这一行的大师啊~', '第三部，男主角终于不再杀人，因为他成佛了。自从他遇见了CIA的女观音菩萨后，就走上了成为斗战胜佛的道路。', '浓缩版的《24》，回归版的Jack Paul。细节非常到位，情节紧凑到没时间上洗手间。滑铁卢车站那一段经典。']"
岁月神偷 歲月神偷,8.7,95973,"['人生总是一日难，一日佳。\r\n过去的总归是好日子。', '如果你觉得只要电影里有人得白血病那么这部电影就是烂片的话，你不就不要看这部片了。', '哥哥倒下到弟弟接力的精英回首，父亲的道别和母亲的无奈，隔一层玻璃观看的热带鱼和上世纪60年代的深水埗', '哭死我算了。', '并未洗净铅华，却用最自然的从容令人动容']"
英雄本色,8.7,43939,"['Leslie这个萌娃。据说有次Leslie在电影院看午夜场，他跟盆友说：要死了，观众那麼喜欢发仔，而我却是个要抓发仔和我哥哥的警察。 第二部的时候，他开森的说：这回有人同情我了。看我演得多好！我的妻子怀孕生子时，我死佐~', '警匪片里难得的作者电影。“你没有欠什么，我从来不会逼朋友去做不想做的事，我有我自己的原则，我不想一辈子被人踩在脚下，你以为我是臭要饭的，我等了三年，就是要等一个机会，我要争一口气，不是想证明我了不起；我是要告诉人家，我失去的东西一定要拿回来！”\n“我警告你，不要用枪指着我的头！”', '“杰仔，你冇错到，我地大家行嘅路唔同，你行嘅路系啱架，以前我行错咗，宜家行翻啱，都唔算太迟。”这句真感动。如果把兄弟情都看成基情，这真的挺可悲的。', '9.5/10 “《英雄本色》触及男人的父子情、兄弟情、朋友情、男女情、冤屈受害之情与报仇雪恨之情，堪称多情而善感之作。”侠肝义胆，豪情万丈，句句金言，幕幕动人，子弹芭蕾，暴力美学，义薄云天，热血沸腾。', '5年没看了，此次在巨幕厅重刷，竟然被感动的热泪盈眶。虽然有着诸多瑕疵，但仍能感受到那份朴实真挚的兄弟情。尤其是下午刚看完《追捕》，高下立判，三十年后的吴宇森电影变得如此浮夸与做作，失去了那种最打动人的底蕴。映后见到垂垂老矣的吴宇森，突然也不想过多地批评他了，口碑如何观众自有评判。']"
七武士 七人の侍,9.2,26027,"['赢的是那些农民，不是我们。', '我什么话都么的说。什么叫NB，这就叫NB。', '真正的经典，总是让人无语。', '怎么说服人，怎样坚持，怎样欲擒故纵、运筹帷幄…无以复加的经典！原来经典并不是多复杂，反而更简单。故事线索逻辑清晰，战斗开始后的每死一个人，观众都能跟导演一样明白清楚。', ""好长哦，居然还要看两遍。据说这部片子开创了招兵买马这种剧情的先驱，想想Ocean's 11，就觉得好了不起哟。""]"
被解救的姜戈 Django Unchained,8.7,90854,"['舒尔茨大夫不远万里，来到米国。一个德国人，毫无利己的动机，把强哥的解放事业当作他自己的事业，这是什么精神？这是国际主义的精神，这是基友主义的精神，每一个好基友都要学习这种精神。', 'waltz魅力十足 却死的那么酱油。。。', '零，有一种类型片，叫昆丁；一，昆丁只拍这种片，但只有昆丁拍这种片；二，此片没那么完美，但已比无耻混蛋用心很多；三，昆丁可能永远再达不到低俗小说的高度，但本作足以革新西部片；四，南方口音蛋疼，有些笑点没听懂，以后我得看中文字幕版；五，原谅我用那么多分号，cuz Ima goddamn programmer.', '感觉比《无耻混蛋》都要好看啊！', '4.5。1.痞子昆就是这样，见你犯困了，他就来场重口味强心剂，于是，你又屁颠颠精神百倍。2.头套突袭那场笑喷了，炸平糖果庄园后的示爱也超浪漫。3.遗憾，姜戈痞气不足，沉默期与着魔期的跨度可以更夸张些。4.配乐及部分诗意输出不如[无耻混蛋]讲究，但台词更见功力了。5.同以解放黑奴，与[林肯]暗合。']"
功夫,8.5,62191,"['包租公,包租婆,斧头帮,冯小刚被砍,....都是经典.', '感觉【功夫】应该8.5分以上，同意的点赞', '重温《功夫》，改四星半。阿星认出哑女这段，身后海报是金姐与弗雷德的歌舞片《礼帽》（1935），符合时代背景。当初看时没多想，现在想想应该也有其寓意。礼帽是斧头帮成员的行头，而身后的海报是帽子飞舞，代表阿星弃恶从善，正好对应这场内心转变。ps:前面斧头舞也有弗雷德.阿斯泰尔歌舞片的意思。', '功夫最后结尾所有的角色都以路人出现并不表示这是小男孩的一个幻想，而是说曾经的江湖中人和武林高手，终于都走出恩怨瞅啥，过上了幸福美满的生活，比如神雕侠侣做了普通人，火云邪神指挥起了交通——最大的证据就是，死掉的角色都没有出现，说明故事是真的，不是幻想', '电影院里他说，你笑得好开心。']"
疯狂原始人 The Croods,8.7,113209,"['「疯狂原始人」说的是一个地震高发以及pm2.5老是超标的地方只有中科院的男朋友才能拯救你全家的故事。=3=', '绝对今年最好的动画片！我凯奇叔和石头姐配音赞爆了！泪点低如我最受不了梦工厂煽亲情！后1/3都在为凯奇叔流泪~老掉牙的外来乱入和一家冒险！但架不住拍的好啊！梦工厂拍成这样再老掉牙的设定我也乐意看！人见人爱无可挑剔五星五星！续集快到碗里来！裤腰带和坦克莫名的萌啊！结尾的飞翔太诺亚方舟了！', '对这种有笑点有泪点，角色可爱故事好看的动画片最没抵抗力了！！！那些毛茸茸的动物好萌，尤其是那只大喵星人！！呆萌呆萌的，看的时候我就忍不住想伸手去捏它大大的肉脸，一根根毛毛看上去那么逼真！！太太太爱那只了！dreamworks这几年创造了太多萌物，第一萌工厂当之无愧。', '家庭、爱情、冒险、飞翔、萌物、励志，梦工厂的各种元素几乎齐活了，欢乐如过山车；永远的父女情深，永远的误会冰释，永远的末日脱险，别说幼稚别说俗套，如果影院天天上映这等水准的片子，我也愿意天天去看！', '绚丽的3D效果+随机乱入的萌物+搞笑亲情大套路+点睛式的人生说教，人见人爱的作品，想象力和娱乐性爆棚；但捧为神作有些过了，它既没有Pixar经典作品的原创性和灵动感，也缺少梦工厂传统大作的独特个性和贱趣味！']"
哪吒闹海,9.1,17255,"['一个彻头彻尾的反叛形象，也是中国银幕史上一段极为少见、如此尖锐、激烈和惨痛的反叛历程，相比于孙悟空和天庭（统治阶级）的对抗，哪吒做出了中国传统观念中最艰难的一种反叛，在于“孝文化”是深植骨血之中的，是几千年不允许触碰的绝对底线，被他用一种最悲壮、最惨烈的方式夺回了自我的控制权，告诉所有人，“身体发肤、父精母血”，所有受之父母，又反过来牵制和束缚的，我统统还给你们，哪怕是我赖以为生的东西，去挑战一种...', '电影真的是时代的产物，小时候看这版的哪吒，不觉得故事有问题，现在再看，才发现这是一个政治味道浓重的故事，传达的价值观念赤裸裸。对比饺子导演对【哪吒之魔童降世】的处理，我命由我不由天的主题又很符合我们当下的主流价值观，哪吒变成了另外一个故事，可能会成为现在这代小朋友的童年回忆，和我们这一代看的哪吒是完全不一样的，可能这就是讲故事的魅力吧。', '中国的少年大底上应该要像哪吒的', '削骨削肉的哪吒 算不算我朝到现在塑造的最有血有肉的角色之一了。至少也是我们很多人的回忆吧', '影片摆脱了原著《封神榜》的黑暗色彩，而是塑造了一个如梦似幻的美丽童话世界，电影中的色彩运用堪称出神入化，人物塑造也是极富神采，这是一个充满童真和童趣的电影。回忆啊']"
天书奇谭,9.2,14426,"['看了很多遍.喜欢.那个年轻的女狐狸精真美,声音也动人.', '粉强大的声优阵容啊～', '中国的普罗米修斯盗取天书之后', '这是我最爱的动画片之一', '浅绛山水斧劈皴，\n游丝描绘众生相，\n最爱狐狸老太婆，\n最爱独腿小书生，\n一蹦一跳去吃鸡，\n蹦入清明上河图，\n蹦入东京梦华录~']"
心迷宫,8.7,80966,"['平顶山版科恩兄弟，作为处女作，看到了新一代年轻人的追求', '四星半，《罗生门》架构+《怪尸案》讽刺。麻雀虽小，五脏俱全。第一幕铺垫很满，后两幕循序渐进嵌套在整个宏观的时间体系内，体现了剧本结构的匠心。尸体的几经易主令人哭笑不得，也折射出社会的荒谬与生者潜藏的兽性，罪过只得靠祈求神灵来寻求庇护。父子鸿沟也在尸体的挖(进)埋(退)两难中找到了答案', '诺兰结构科恩风格本土叙事，五星鼓励', '9分！在体制下以极低成本拍出这样一部院线电影，看完心里有一种冷静的热血沸腾！主要手法上其实就是我们见多了的多线索叙事，特别之处在于它能以一个原生的中国乡村故事去挖掘人性。细节的埋设，故事线索的编排，都基本完满通顺，有想法有落实，实在可贵！', '处心积虑拍电影和深思熟虑拍电影应该还是两回事，浓郁的故事会式恶意写作，命运无限可复制地进行交集，中国农村现实已被新一代“作者导演”们肢解得血肉模糊，你们越一命呜呼，我越是一鸣惊人，忻钰坤可能是只狐狸，但科恩奉俊昊是养狐狸的人。']"
真爱至上 Love Actually,8.6,116709,"['1、每当我对世局倍感忧虑时，就会想到希思罗机场的入境闸口。人们认为世界充满仇恨与贪婪，但我却不同意。在我看来爱无处不在，虽然未必来的轰轰烈烈，但是爱永远存在。父子，母女，夫妻，男朋友，女朋友，老朋友，当飞机撞上世贸大厦时，临终打出的电话，谈的不是报复，而都是爱。如果你肯留意，你会发现爱其实无处不在。love actually is all around.', '我的圣诞必备，年年都是看这个，年年心情大不同，有时候一个人，有时候两个人，有时候一群人，今晚又是一个人，心里偶尔想着另一个人，偶尔想着一群人。★★★★★', '生活真美好，在电影里。', '还有比受爱情煎熬更惨和更甜蜜的事吗？', '像我这样一个对外国电影了解不多的观众，看的时候一直处于“我靠这个人好眼熟，这个人不是那个谁吗，这个人是大牌吧，这个人我知道名字！……”的状态中。']"
萤火虫之墓 火垂るの墓,8.7,55538,"['又精致又催人泪下。可是二战时期的日本一点也不值得让人那么同情', '我发誓我再不敢看第二遍', '“我们做错了什么？”这话应该由日本人说么，即使是平民？妹妹的神态、动作、配音都绝了。', '薄弱而刻意的煽情……实在没煽到我', '虽然事先知道这是个煽情的片子，知道它注定是个悲剧，还是哭了。告诉你这是个悲伤电影，在你准备好的情况下，还能达到效果，的确是个好片子']"
"三块广告牌 Three Billboards Outside Ebbing, Missouri",8.7,141287,"['本届奥斯卡主题——美国妈妈牛逼死了。《伯德小姐》《我花样女王》《大病》《三块广告牌》拜托把这几个妈妈凑在一起吧，光聊天吵架就行，比超级英雄联盟好看一万倍。', '蹦出一条小鹿这个必须减分了…而且还那么像CG做的…', '或许是今年的高分之一吧。有种去年看海曼的感觉。这个镇子上的人都感觉脑子缺根弦。又名《局长的三封信》', '这题材太适合奥斯卡最佳影片了，完全贴合美国社会热点。人物和结尾写得不错，洛克威尔是目前为止我心目中的年度最佳男配。Burwell的配乐动人。但是麦克唐纳再次证明他是一个精于算计的戏剧编剧而不是一个优秀的电影导演。以及大家称赞群像表演时请把艾比·考尼什排除在外谢谢。', '3.5 电影咋看很酷，美国乡村天注定，被人欺负了24小时内一定要报仇。剧作也确实比较大胆，很大的梗就这样撂下了也不觉得哪不对。演员也都很好，还很好笑。但警长一封信道出了内核的问题：你们这样主要是因为缺乏善良友爱。这不对吧，如果这些红脖缺的真的是爱，一年前他们怎么会去投川普呢']"
纵横四海 緃横四海,8.8,41824,"['香港浪漫主义警匪动作片的巅峰之作！那段发哥和红姑的轮椅舞堪称香港电影史上的经典镜头~~', '发哥在轮椅上和红姑共舞，忘不了啊……', '经典就是经典，看无数遍也是经典', '这么多年，还是觉得周润发莫名其妙被人偷垒很可怜啊', '五星，人生挚爱！哥哥、发哥、钟楚红，所有人的表演都太惊艳了，哥哥在桥上自己的画上签名的洒脱，还有俩人配合偷取宝物的情节和动作，喜剧而不失张力。整部电影综合喜剧、浪漫、爱情、动作、情义，多种元素于一体，奔放而不失细腻，带给人深深的满足感和刺激，太给力了 ']"
我是山姆 I Am Sam,8.9,40703,"['哭到只剩半条人命~', '情节有些拖沓 主题很好 演员也不错 但是导演不好 ', '“没关系，爸爸，没关系。不要难过，我是幸运的，别人的爸爸都不会带孩子去公园。”', '父亲节看这电影真是应景。里面的小姑娘，原来真的是老友记1014里面卖房子夫妇的女儿McKenzie  —— 世故地吓人，凭什么她这样就感人至深，林妙可就受尽唾弃？？？不公平', '五星送个Sean Penn。']"
达拉斯买家俱乐部 Dallas Buyers Club,8.8,60063,"['Jared Leto的腿比女人还美！！！Jared Leto的腿比女人还美！！！Jared Leto的腿比女人还美！！！Jared Leto的腿比女人还美！！！【说正事，这热血抗艾片真是百年难遇地好啊，仔细想想，能把life outweighs money这种俗道理包在热血的外衣下讲得这么动情深刻。fuck yea cowboy!!!!', '杰瑞德莱托必须最佳男配！演技好到发指！好到让人挠墙发指！马修麦康纳演技也好到爆，尤其是去墨西哥之前趴在方向盘上干嚎那一段，跪求两人冲击奥斯卡。一个沉重题材的电影却毫不伤感，最具震撼力量的是人性的真实，很难讨人喜欢的角色却让人充满敬意。PS：影片中段叙事节奏欠功力，五星是私心', '在某国的话早就挂了 而且还是倾家荡产', '也就两位男演员表演值得一看，主题可嘉，剧情什么的略显平淡。3星半。', '三个主要演员都超好。我甚至觉得变形异装癖Rayon演的更出色。詹妮弗·加纳也超好看在这片里。能把一个本来沉重的故事拍的苦中作乐既有重量又举重若轻，导演和演员都展现了很高的才华。让-马克·瓦雷把一个美国南方的故事拍出了魁北克电影的味道，不容易。']"
东邪西毒 東邪西毒,8.6,59929,"['“当你爱的人离你而去，你唯一能做的，就是不让自己忘记。” “如果有一天我忍不住问你，你一定要骗我。就算你心里多不情愿，也不要告诉我你最爱的人不是我。”', '090331美嘉——这样的片子还是不适合在电影院看——人多的时候看这样的电影，就是一个旁观者。', '你以为谈的是武侠，其实谈的是爱情；你以为谈的是爱情，其实谈的是人生。', '王家卫是借金庸的皮拍出了古龙的骨，没有侠之大者，只有浪子、痴女和大漠。\u3000“风也未动，幡也未动，是人心自己在动。” 这漂浪的人生正如大漠一望无垠，在时间的灰烬中只想和你浪迹天涯，客死他乡。太喜欢陈勋奇的配乐《天地孤影任我行》：一去不返，一眼万年。8.6', '可不可以给六颗星？']"
爆裂鼓手 Whiplash,8.7,92219,"['我在同样变态的师傅手下呆了三年，祖宗十八代被骂了个遍，没空吃饭上厕所睡觉交朋友谈恋爱，脊椎侧弯，颈椎强直，严重慢性疲劳，什么都没干，就是学敲键盘写文章。而我的极限在我妈看来不过是纸上吹牛皮而已。这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力', 'J.k.西蒙斯应该能拿下男配！这片子的节奏感实在太棒了，爵士乐和剪辑简直融为一体了，还有西蒙斯机关枪版恶毒的台词，脏字就像鼓点一样密集且激烈，几场打鼓的重头戏在镜头上都是细碎古怪，靠剪辑重新赋予整体戏一气呵成且不断加速的节奏，可惜整部电影还是碎的，否则就真成大卫·芬奇了。★★★★', '第二遍看的观感落差略大……之前那种在紧张气氛下的恐惧感不在了，单靠剪辑节奏创造的强度也就少了许多魅力，倒是因为过于戏剧化的情节在心里不断减分。况且对这师徒俩哪个都没啥好感，真碰上这样的老师和同学大概恨不得一手弄死一个吧…', '流畅明快鬼斧神工的剪辑给这影片增色不少，让本来可能流于乏味的地方变得有声有色让人热血沸腾。剧本功底很不错，两个主角，最普通不过的师生关系写出了让人意外的层次推进。从事故那段之后人物关系就开始变得惊喜重重，接连好几次反高潮都让人想拍案叫绝。剧本最体现基本功的地方，就是层次感。', '他得到了世界，他失去了灵魂。']"
记忆碎片 Memento,8.6,79355,"['虽然知道多看几遍有可能会看懂，但我觉得应该把这个时间献给更多的电影。', '导演用一种前无古人的倒序方式营造出“支离破碎”氛围，让观众深刻体验到Lenny破碎的生活及内在，我们如Lenny般扮成侦探，在电影里寻找着所谓的真实。而那织在复杂结构中的情感更让人没有办法不被感动。“如果自欺才能使我快乐，我选择如此的活着。”我们要生存下去必须给自己一个理由，否则就会精神分裂。但那些我们坚持的东西可能只是自己假象中的虚幻。一觉醒来时看着天花板问问自己：我是谁，我为什么在这里。然后你...', '不错,一开始我还以为家里的DVD坏了,怎么倒着放的', '真烧脑子', '二十六个碎片，将后十三个碎片倒叙，以彩色片形式拍摄，前十三个正叙，分别加在十三个彩色情节中，并变为黑白片，以突出纪录片的风格。后十三个碎片每个碎片再被分成两半，并颠倒顺序，黑白片时而在两半之前，时而之中，时而之后。']"
荒蛮故事 Relatos salvajes,8.8,68051,"['“跟你做的比起来，我那做的都不算什么” 魔性十足，荒诞满分。每个人都有过一闪而过的犯罪念头，这部片子把我们没敢做出来的那部分呈现出来，狠狠戳中我们的软肋。这个世界总是如此厌倦又可笑。“没人不希望恶有恶报，但又没人愿意脏了自己的手。”', '人生的大喜大悲实在是太TM刺激了。8.7', '主竞赛黑马，阿根廷天注定，看过的都叫好。六个因仇生暴的小故事，每个都张力十足，戛纳巴赞厅里大笑不断。除了天注定，还有拉美版无人区、全民目击等等，差不多的故事，明显人家拍得更劲道。经典配乐、独特角度的运镜也很风格化。不知评委之一的贾樟柯看了作何感想？', '又一个酒神附体的电影，有笑有泪的复仇大赛，库斯图里卡的黑色味精，昆汀的血色糖精，加点马卡维耶夫的迷狂春药，好玩。最凶暴的两个司机玩命斗气斗殴那一段，跑到奥迪车头拉粑粑的司机要是腹泻，就棒了，可怜我最喜欢的Joe Esposito单曲《Lady, Lady, Lady》为这么重口味的故事伴奏。', '本年度最惊喜的一部喜剧片。6个故事罗列在一起，不拥挤不仓促，每个独立都有各自独立的笑点，整个集合在一起就像一头猎豹一样，用冷冷的双眼观望这个社会。还有每个故事的镜头，场景运动都相对独立，具有新意。非常的阿莫多瓦和鞋拔子昆丁。']"
