超能陆战队 Big Hero 6,8.7,全部 126074 条,"故事不新鲜，但角色有新意。几处萌点和泪点全部来自大白，大白的陪伴，让人想起的不仅仅是：大熊身边的哆啦A梦、教授帕克的忠犬八公、坚守地球的WALL·E、邻家的多多龙、维克多的科学怪狗、小嗝嗝身边的无牙、库珀身边的机器人Case、山姆身边的Gerty、Wallace身边的Gromit...
迪士尼最新的Hyperion渲染器，渲染旧金山全景，几千个光源，无数的precedural shading...碉堡... 剧情的话Hero's journy，感情带动很好。动画感觉比Dragon2有看头~ 忘了说一句，记得看彩蛋~ Stan Lee的哏儿~
三番和东京，动画和机器人，樱花和Caltech，我们的城市我们的大学我们的专业，这部片子对我的意义不一样，我真的惊。呆。了。对最近在想皮肤材质和场景建模和粒子特效的我也格外有教科书的意义。再见Monster Co，你现在排第二了！（DC在这个我所看过的最彩的彩蛋里被Marvel黑出翔~~~！！！！
史上最萌胖子诞生！要抱抱！彩蛋里的斯坦·李也是蛮拼的！
【大白，卖的一手好萌】一波三折，妙趣横生。悬疑和温情，搞笑与动作，即使拍成真人版也绝对是一部好题材和好故事。大白呆萌可爱一逗比，细节刻画真实有趣，放气如放屁，警察局撕扯胶带还有低电量时如同宿醉一样。最后，“I will always with you ！”绝对催泪。开年最佳动画！"
无人知晓 誰も知らない,9.1,全部 47712 条,"真是可爱的孩子啊。从《距离》之后，是枝裕和的电影就越来越生活化，有些纪实的风格，琐碎的生活细节，两个小孩甚至算不上表演，即兴发挥的表演也让这部电影充满了生活气息。更难得的是，面对这种狗血的题材，是枝裕和却并没有煽情和大喊大叫，只是让所有角色一起忍耐、承受着，连同观众一起
艾小柯写的：两个十几岁的孩子，白衣服上沾了泥巴，迎着微曦的曙光，在空旷的早晨一语不发的从黑暗走向黎明，耳边响起的是《珍宝》的歌声：“姗姗来迟的春光，让人深吸一口气……我逐渐成长，没有人可以亲近……”——这段情节最美了 

初工作时认识一位同事，有次一起出差时他忽然对我说起，他从小是被遗弃的孤儿，曾在垃圾堆捡废品为生，那是个夏天，他说话时常走在我前面，白衬衫上有星点的汗印。昨夜看此片，明在午夜霓虹中奔跑的身影，又让我想起他那件刺眼的白衬衫，一瞬间心酸莫名。这些，都是在世界的某个角落里，真实的人生啊。
看了开头以为这是关于爱的电影，其实这是关于无爱的电影。镜头和音乐看上去无比小清新，看进去之后，却无比悲凉。这四个孩子就像他们在路边捡的种子一样被丢弃，被遗忘，在角落里毫无希望地生长。方便面杯上写着的名字，终于出门时阿明的一笑，以及出门那段的轻快音乐，是仅有的动人时刻。
为什么一部如此沉重哀伤的电影，要用如此平淡甚至轻快的笔调来描述？无法上学、无人疼爱、停水断电、缺衣少食，甚至最后面临死亡。但是不是日复一日的生活会让我们变得麻木？亦或者是变得坚强。一人でも生きている。"
借东西的小人阿莉埃蒂 借りぐらしのアリエッティ,8.8,全部 66871 条,"“你永远在我心中，我永远都不会忘记你。”这是一部难得一见的富含诗意和伤感的动画片。细节和人设很棒，赏心悦目；配乐尤其出色，但叙事太过苍白匆忙。最后的轻轻告别，两人往后都会有自己人生，走自己的路，但曾经那段美好依旧会沉淀为一辈子的记忆。★★★★
我相信他们终有一天还会遇见的。
比波妞好看多了……而且配乐相当好听……
“我們要努力活下去！”但願你不要隨便放棄
还是那个最纯粹的宫崎骏。"
神偷奶爸 Despicable Me,8.6,全部 91346 条,"绝对史上top 5级别的动画片！！豆瓣评分不上9没天理
那群黄黄的不知是什么的玩意儿很有爱的说～本片同时适合所有大叔控观赏：）
这个动画片再次证明了，不怕讲老故事，只需要有颗不老的心。打动人的是里面的小情趣，小可爱，小孤独，坚硬外表下谁都渴望一颗被温暖的心。真的远比toy3得我的心。
上九天揽月，不如给萝莉当爹。
看到短短胖胖的小药丸， 就觉得好可爱，戈玛幼稚又充满希望的成熟让我心生怜爱。
^_^"
"怪兽电力公司 Monsters, Inc.",8.7,全部 46044 条,"""不要给它起名字，起了名字就有感情了""，不管是什么物种，它们的情感在皮克斯手笔下永远都是那么细腻，看到毛怪对小阿布告别时说：“Go ahead, Go grow up...” 眼珠各种打滚。《WALL·E》之外最爱的一部Pixar动画长片。We scare, because we care. 
kitty长得有点像姜文~
口碑巨好但我一直都特无感的一部。。。。。。可能是因为我特烦小孩吧。。。看到片子里那个孩子一直闹闹闹，我都快疯了。。。这里面最喜欢的就是布西密配的兰道~~~~~~~大眼怪也萌死了~不过放在2001年确实不错~~~
没忍住，终于内牛了。小倩，千寻，为什么这些小家伙闯妖窝的动画都洋溢这么多爱，都是从哪里来的？从来没有完完整整看全过这套动画，想想皮克斯以前智囊团们天天头脑风暴是有多开心啊，今非昔比。
这是个神设定渣展开的范例。。明显还是2更好嘛，2是渣设定神展开，在大学生看来特别有共鸣。PS这是我人生第一本电影杂志上重磅推荐过的片 一晃。。。哎"
风之谷 風の谷のナウシカ,8.9,全部 32688 条,"潇洒、乐观、仁爱的女英雄，用爱拯救了自己的领土。宫崎骏的电影真的是太有启发性了，小时候也是完全没看懂。宫崎骏不管哪部电影都是在宣导爱，正义，和平，友善，人性的温暖。但，王虫真的好恶心！
相当和谐的主题和世界观，经济与环境的矛盾、保护与破坏的冲突，人类将会走向什么未来？世界末日来临之前，大自然的绿色仍旧在为地球付出，为人类服务。当娜乌西卡公主在黄金色的草原上时，我感动死了...久石让的配乐部部很赞。
宫崎骏最爱。动画片的圣经
年纪越大，越容易对真善美消化不良
大师的第一部作品总是这样惊艳。虽然结尾有点俗而且女主太白莲花，但是最爱宫崎骏片子里勇敢坚强善良的女性形象，让现在的商业大片都感到羞愧。“反派”都是有自己信仰的立体的人，而不是为了坏而坏。真正作恶的还是人类自己。"
玩具总动员3 Toy Story 3,8.8,全部 55830 条,"那个倒垃圾的劲爆音乐男就是阿薛
闪耀着万丈光芒的又一动画杰作。每一处笑点都能轻易抓到，让我就像是回到了15年前，开心到得意忘形。最后一场戏动人程度堪比UP的""married life""!
它对于我已经不仅仅是一部电影那么简单，而是代表了对于童年时代的记忆与怀念，整个电影院从头到尾笑声不断，但我相信，更多人会被影片的后半段打动，相信看过前两部的人都会很感慨。★★★★☆
还记得你的那些玩伴么？
虽然是动画片，但没有一味地弘扬真善美，也反映了人性丑恶的一面。
比如抱抱熊罗素，它被替代了，它自己要走，还强行要别人也跟着离开。
胡迪救了它一命，它还恩将仇报。
除此之外，它还挑拨离间，企图让巴斯光年背叛朋友。
软的不行就来硬的，将巴斯光年恢复出厂设置，甚至提醒巴斯光年“当心它们对你用反间计”，太可怕了。
幼儿园充满黑暗和邪恶，连玩具也存在金字塔制度，分阶层和等级，有各种明争暗斗。
有卡车队伍巡逻..."
完美的世界 A Perfect World,9.1,全部 36499 条,"标准的好莱坞煽情之作，坏人的好总是比好人的好来得更感人~~
有史以来哭的最伤心的一部电影~
喜欢凯文.科思特勒
标准的有点像是教科书里的故事
我这辈子只杀过两个人，一个是伤害我妈妈的人，一个是伤害你的人。这个“你”却是仅仅相识一天的男孩。。同样缺失父爱的两人以这种方式依赖对方。特别安静特别可爱的男孩，以后也要给我孩子穿这样的连体衣！太萌了！"
血战钢锯岭 Hacksaw Ridge,8.7,全部 130320 条,"没有真人真事加持，你真会觉得，梅尔·吉布森是一枚假天主之名的神棍。当真实不可思议到某一个程度，你就会觉得，它怎么可以比电影还假啊。但这么老派的关乎个人信仰的电影，傻纯真的故事，看起来还是令人动容。电影是《全金属外壳》的两段式结构，大段的平静和抗争后，突然进入手撕鬼子的地狱模式。
救人75命，胜造525级浮屠。
枪林弹雨过，片叶不沾身。信仰没能改变战争，但也没让战争改变自己。梅尔·吉布森的宗教狂热病和个人英雄主义都让我想BB，但因为有本命在闭着眼睛也要给五星啊～（只有加菲才能这么一脸阳光的面对杀戮和暴力，五好青年的笑容太美！！！）
美国抗日神剧：乡巴佬,不杀人,信上帝,救队友。前一小时昏昏欲睡,而且新兵营抄袭<全金属外壳>.全片最好的就是40分钟的战争戏, 剪辑不错,混音很好,配乐能给老美煽哭。电脑特效五毛,化妆能让你吐出来。适合那些从没在电影院看过什么正经战争片的观众。槽点密集,比如日军冲到悬崖边却不扔手雷,人肉小吉普…
3.5 前半小时和爱情戏俗得发指，从入伍开始才走上正轨，上战场就很好看了，虽然时不时出现的槽点还是会让人出戏，但最后成功被煽到。Bromance基友的存在感和感人程度抵十个女主告诉我不是一个人。对加菲的印象也大有改观。"
上帝之城 Cidade de Deus,8.9,全部 37193 条,"看过巴西，才知道我国多么安定……
史上最强剪辑，《低俗小说》遇上它也要甘拜下风！第一次接触巴西电影，就让我着实惊叹了一大下~~
不只枪支，摄影也可以改变命运。血腥暴力、丛林法则以及完全不会出现在明信片上的里约。剪辑酣畅淋漓得像桑巴舞曲。据说奥运期间巴西政府对贫民窟的做法是建堵高墙眼不见为净，我...
再凶残的成长和再迷茫的反思最后还不是一场警匪勾结得救之后却扑街了事。一切都是轮回，还是作为乱世摄影师的正当职业好啊。
形式与内容并重的经典。巧妙的多线叙事，人物相互穿插、叠层、牵扯。各种枪击事件的发生以俯拍的九宫格式的构图来呈现。在无主之城里，江山易主是为常事。开始的结束——群人拿着枪捉鸡——结束的开始。“我现在不叫阿炮，我是摄影师威尔森·罗利吉。”"
傲慢与偏见 Pride & Prejudice,8.6,全部 98104 条,"拍得挺美的,拍名著只要不把它拍砸了就是胜利
这一版的每一刻都美得让我心醉。特别是片尾达西从田野的晨雾中向伊丽莎白走来的镜头~
特別喜歡 看很多次了
温馨的结局,看到和爸爸谈话的那段,哭了
当两个无比骄傲的人终于发现自己的愚蠢，爱情才超越一切从天而至，祥和美好。片尾，Darcy一声接一声、一边亲吻一边温柔地叫着Mrs. Darcy，真是美到摄魂。"
时空恋旅人 About Time,8.7,全部 89602 条,"理查德·柯蒂斯擅长的轻松有趣加温情。时空旅行仅是噱头，重头还是亲情。当主角发现即便可以时空旅行，仍无法避免那些生活的悲剧。比如亲人的离去，我们始终无能为力，这恐怕是最触动我的地方。最终的主题仍是学会爱，学会生活，并珍惜与亲人的每一天，这话说来容易，实际却相当难。生活中同样应该如此
可能是为了卖片，包装成穿越爱情故事，为此差点错过此片。谢谢贤妻的死拉硬拽。虽然中间说了几句这不合理，但真的很好，上了年纪的人，给我们上了一课，关于时间，关于人生，好像还关于电影，那个黑暗的小屋，何尝不可以是电影院。
""How long will I love you?""情节退后一步，把舞台留给家人、生活，留给错失爱人时的惊惶、表白时的笨拙不安，留给最后一次海滨散步、最后一次拥抱、最后一个吻。每天过两遍，会发现被忽略的美好；孩子养三个，万一某个太聪明笨笨的两个可以作伴。片名有点误导，画面美歌好听，一家人在一起真好。A-
以为它是软科幻片，结果一开始的感觉，它是个喜剧片，紧接着你发现它是个爱情片，然后你发现它个伦理片，最终，你发现它是鸡汤片。不可否认，这鸡汤还是挺美味的。
选角美，配乐美，造型美，镜头美，剧情美，台词美，这样一部让人心情好的电影，我都快忘了爱情事件多美的事儿了，可电影不仅仅只描述了爱情，还有温馨的家人，给一百颗星都不够！Rachel这样可人的女孩，要遇到了我一定会去追 ❤"
电锯惊魂 Saw,8.7,全部 54383 条,"这其实是个励志片好不好，杀手先生告诉俺们即使在生命的尽头还是能干成很多事情滴~
硬伤多，黑人警察傻到爆炸
看第一部的时候着实被他的情节设计给惊讶到了。
害我一晚都睡不着，三更半夜起来读英语！
哦测那 哦测那 哦测那 哦测那 哦测那 哦测那 哦测那 哦测那 哦测那 哦测那 "
喜宴 囍宴,8.9,全部 47569 条,"看來 高爸爸也是gay  跟張管家有一腿  但是爲了這個家嘛  延續香火 就只好結婚生娃咯
作为导演，李安在《喜宴》中的表现还略嫌稚嫩，电影中粗糙的细节比比皆是，远不及《卧虎藏龙》之后的精雕细琢；但从内容与情节上来说，这部我感觉却是李安最精品的几部电影之一：放了很多心血心思上去啊，对文化差异的刻画准确犀利而生动活泼。这部电影李安作为编剧比作为导演更成功。
李安自己在里面演路人甲划重点敲可爱！“让你们见识一下中国人五千年的性压抑”哈哈哈哈哈哈
故事讲圆了，金素梅的台词功太生硬，想打掉孩子的那两段台词写得不好。
所以说，结婚的时候一定要搞清楚伴郎和新郎的关系。微虐慎入。"
教父3 The Godfather: Part III,8.9,全部 24719 条,"年老的阿尔·帕西诺，并没有失去力量，而是更魅惑动人。
一个完整的教父，最后风烛残年很令人感动。其实并没有像很多人那样不喜欢这部经典的第三部，毕竟时隔这么多年不管是导演还是演员各方面都变化太大了，能保持在水准之上已经实属不易。★★★★
对政治的结露辛辣精确，对Michael的刻画终于成熟，影片氛围观感均保持一致，但韵味上留白欠缺。帕西诺的表演令人难忘。
除了艾尔帕西诺谁也演不了教父！
井然有序的叙述，深入人心的故事。阿尔·帕西诺嘶喊的那一幕，实在令人心碎。最后独自一人在阳光下坐着，安宁死去，这样的结果是他想要的吗？"
谍影重重3 The Bourne Ultimatum,8.8,全部 33408 条,"车站和小镇两段，绝对的经典。
作为Bourne系列，这部真是豹尾，节奏与情节安排都极为令人称道。
格林格拉斯彻底革新了动作场面，干净利落紧张刺激，这也是谍影重重系列最好的一部。
一夫当关万夫莫开。虽然有点神化，但伯恩真是这一行的大师啊~
浓缩版的《24》，回归版的Jack Paul。细节非常到位，情节紧凑到没时间上洗手间。滑铁卢车站那一段经典。"
岁月神偷 歲月神偷,8.7,全部 95766 条,"弟弟偷了能偷的一切给哥哥，可哥哥被偷走的却是生命。
突然觉得吴君如如此美丽.
每个人都有一场被岁月偷走的记忆。眼泪流了那么多，但丝毫不觉得煸情。节奏虽慢，但不琐碎。很喜欢李治廷的表演。这一场感动，来得无比自然、真实而朴素。难一步，佳一步。一步难，一步佳。有这样的爸妈，我们难道没有理由看得见天空中同时出现的两条彩虹吗。另，海报上明明不可以少了李冶廷的份嘛。
老演员表现非常精彩，新生代与小演员则一塌糊涂；布景与摄影都很粗糙；台词过分直白外露，细节安排不周到，刻意煽情；太情节缺乏深度，除了亲情尚有力度，其余都是苍白的怀旧。
全放映室的大叔大哥都在抹眼泪，更别说女生了，这电影点了香港人的泪穴"
英雄本色,8.7,全部 43816 条,"有几个镜头里，龙哥会发光
“做人有原则，就什么都不怕。” 真的不敢说这是我第一次看《英雄本色》，并不需要多么复杂的炫技，好电影从来都很简单纯粹。怀念最好的港片年代。“他有勇气去改过，你有没有没勇气去接受？” 上海电影节4k修复版。
英雄泪短,兄弟情长
小时候还看不懂这片的情怀和意义 只看枪战精彩程度 更爱第二部 如今长大 回头看 浓浓的江湖兄弟情 讲义气 在那个年代盛行 如今 这世道变了~ 
早年录像厅模糊印象 夜里被和某人重温了下 大叹原来当年主流片也这么恶心啊！ 张国荣还略显稚嫩 当然这也和面具化的人设不无关系 和十三少 风月 阿飞还远不能相提并论。兄弟情义的问题么，这叫人心慌，这叫人心慌。一向不怎么待见吴宇森的，“我已经倒霉了好多年”令人笑场。"
七武士 七人の侍,9.2,全部 25953 条,"我只能用”高山仰止”四字来形容我对黑泽天皇这部旷世杰作的仰慕之情；纷繁庞杂却又条理清晰的史诗，严苛而精准的镜头和构图，七个武士和若干农民的性格都被描绘得入木三分， “休憩”后的大决战无比恢弘，叹为观止。
和教父是一种类型的电影，突出人物性格，故事情节也曲折。最后真的是人民战争海洋。很有几次，都觉得这也可以算一部写中国人的电影，比如农民的狡猾与认命等，到最后的我能！
经典杰作，宏大与细腻并重，形式与主题俱佳，堪称模本。
志乃的发型很时尚嘛

保卫家园的片子，也能拍出如此深刻的人性。"
被解救的姜戈 Django Unchained,8.7,全部 90722 条,"舒尔茨大夫不远万里，来到米国。一个德国人，毫无利己的动机，把强哥的解放事业当作他自己的事业，这是什么精神？这是国际主义的精神，这是基友主义的精神，每一个好基友都要学习这种精神。
昆丁稍微一用心，就足以窃笑着俯瞰众生。我觉得他最牛逼的一点是可以让所有大牌演员在他的电影里集体迷失自我，并被注入昆式狡黠腔调。当然，这种腔调不仅仅是表现在角色身上，配乐、运镜和台词通通昆丁范儿，乖、贱、粗暴、不可复制。Who's the nigger? D-j-a-n-g-o,D不发音。
故事核心其实老土得很，就是男的历尽千辛万苦去救他心爱的人。但是故事人物设定实在太棒，花165分钟在这部电影上是绝对不会后悔。
感觉比《无耻混蛋》都要好看啊！
一部很high的意大利通心粉西部片，就是那种影迷们期待的痞子昆电影，竟然片中人人都觉得奴隶制很正常！诡辩的话唠神逻辑，绝不吝啬的番茄汁，类型杂糅的舒心配乐， 克里斯托弗·沃兹和塞缪尔·杰克逊神棍级的表演，最后故事又在失控中走向疯狂了，唯一的小遗憾就是影片剪辑的节奏始终慢半拍。★★★★"
功夫,8.5,全部 61879 条,"超级耐看和严重被低估的电影，看十来遍了越看越好看，我想100年后还是有很多人爱看它。
星爷21世纪最好的电影，甚至比之前的一些电影都好，我起码看过5遍我会乱说？那些经典台词都倒背如流了
感觉【功夫】应该8.5分以上，同意的点赞
个人认为这是星爷作为导演拍的最好的一部片子。
不知道为什么这部电影的评分这么低"
疯狂原始人 The Croods,8.7,全部 113077 条,"「疯狂原始人」说的是一个地震高发以及pm2.5老是超标的地方只有中科院的男朋友才能拯救你全家的故事。=3=
没错，就是一部人看人爱，无可挑剔的片子！
绚丽的3D效果+随机乱入的萌物+搞笑亲情大套路+点睛式的人生说教，人见人爱的作品，想象力和娱乐性爆棚；但捧为神作有些过了，它既没有Pixar经典作品的原创性和灵动感，也缺少梦工厂传统大作的独特个性和贱趣味！
看的时候莫名的期待结局是一场空...
梦工厂又回来了! 亲情, 爱情, 友情一个都不能少! 崭新的背景设定, 奇妙的3D画面, 非常立体的人物刻画! 是继冰河3之后我最喜欢的作品了. 按照第一部的开放式结局来看, 这后面2,3,4的续集那是妥妥的啊!"
哪吒闹海,9.1,全部 17191 条,"一个彻头彻尾的反叛形象，也是中国银幕史上一段极为少见、如此尖锐、激烈和惨痛的反叛历程，相比于孙悟空和天庭（统治阶级）的对抗，哪吒做出了中国传统观念中最艰难的一种反叛，在于“孝文化”是深植骨血之中的，是几千年不允许触碰的绝对底线，被他用一种最悲壮、最惨烈的方式夺回了自我的控制权，告诉所有人，“身体发肤、父精母血”，所有受之父母，又反过来牵制和束缚的，我统统还给你们，哪怕是我赖以为生的东西，去挑战一种...
79 年的哪吒即使自杀了也没认命，19 年的哪吒得跟观众一遍遍强调他不认命。
中国的少年大底上应该要像哪吒的
影片摆脱了原著《封神榜》的黑暗色彩，而是塑造了一个如梦似幻的美丽童话世界，电影中的色彩运用堪称出神入化，人物塑造也是极富神采，这是一个充满童真和童趣的电影。回忆啊
年轻勇敢的战士，为保护更年轻的一代不被老朽腐坏的政权吞食，抛弃了自己的血肉之躯，与怯懦的父亲决裂，战斗过后，向着光明的未来奔去。但是龙王是杀不死的啊，死了还会有新的龙王，永远渴求着更多的童男童女，几千年了，哪吒还打得动吗？"
天书奇谭,9.2,全部 14336 条,"看了很多遍.喜欢.那个年轻的女狐狸精真美,声音也动人.
虐片。师父死的时候老子哭得肝肠寸断
这是我最爱的动画片之一
这里出现了历史上最猥琐的玉帝形象……
我喜欢这个故事～"
心迷宫,8.7,全部 80722 条,"四星半，《罗生门》架构+《怪尸案》讽刺。麻雀虽小，五脏俱全。第一幕铺垫很满，后两幕循序渐进嵌套在整个宏观的时间体系内，体现了剧本结构的匠心。尸体的几经易主令人哭笑不得，也折射出社会的荒谬与生者潜藏的兽性，罪过只得靠祈求神灵来寻求庇护。父子鸿沟也在尸体的挖(进)埋(退)两难中找到了答案
诺兰结构科恩风格本土叙事，五星鼓励
看完之后明白一个人生哲理：贱人自有天来收......
看了忻钰坤处女作《殡棺》，惊喜！从容缜密，会讲故事。看片名，容易误以为是闷蛋文艺片，其实是无巧不成书的三段式“乡村怪尸案”。成本太低，演员略逊，但也带来了陌生的乐趣。和拍《光棍儿》《美姐》的郝杰一样，忻钰坤，绝对有实力执导更大制作的类型片。这种会讲爱讲故事的年轻导演，是稀缺资源。
和《十二公民》一样，结尾必须要通过一行字幕把真凶缉拿归案的规定，实在是太影响犯罪片逼格了"
真爱至上 Love Actually,8.6,全部 116520 条,"寂寞的圣诞夜一个人看这种电影，看完觉得更寂寞了！
我爱死那老头了～
Where the fuck is my fucking coat?
从第30分钟小男孩说自己fall in love 开始，所有的感情都美好起来
像我这样一个对外国电影了解不多的观众，看的时候一直处于“我靠这个人好眼熟，这个人不是那个谁吗，这个人是大牌吧，这个人我知道名字！……”的状态中。"
萤火虫之墓 火垂るの墓,8.7,全部 55410 条,"又精致又催人泪下。可是二战时期的日本一点也不值得让人那么同情
我发誓我再不敢看第二遍
“我们做错了什么？”这话应该由日本人说么，即使是平民？妹妹的神态、动作、配音都绝了。
虽然事先知道这是个煽情的片子，知道它注定是个悲剧，还是哭了。告诉你这是个悲伤电影，在你准备好的情况下，还能达到效果，的确是个好片子
日本人博取同情的功利 是中国的N倍。"
"三块广告牌 Three Billboards Outside Ebbing, Missouri",8.7,全部 141031 条,"这部竟然拍得非常温柔，有点落寞和伤感，看完会被人的善良所打动。虽然确实有些天真，但还是好爱这样的电影，会让你很享受这个故事。当然，导演之前擅长的喜剧部分仍然很到位。几个演员都非常出色，女主和两个男配，写得好，演得更好。挺奥斯卡的片，应该能有斩获吧。
今年两大最政治不正确电影之一（另一部是《凭空而来》）。愤怒是活下去的动力，怼天怼地才能内心平静，麦克唐纳用冲天戾气和负能量熬出一碗悲喜交加的心灵鸡汤。科恩嫂的表演太炸裂了，枯瘦的身躯下隐藏着滚烫的力量，全片仅有的一次笑容锁定奥提...
我的情绪和观点在这100分钟里面不停地翻转和颠覆
一晚上居然写了三封信！厉害了Woody叔。环环相扣，宿命轮回，错与对的双刃剑，比《杀手没有假期》更以小见大，提前预定今年奥斯卡最佳影片。女主、双男配演技巅峰，群戏也个个出色，剧本无可挑剔，开放式结局令人唏嘘…“-你确定我们还要这么做吗？-我不确定。-我们可以路上慢慢决定”
#Venice2017# 影后已出。真是教科书一般的好剧本，破了不少套路，人物塑造十分生动。再加上导演控制力很强，不乏幽默感，也有不错的社会观察。对仇恨与愤怒的探讨颇有与当下社会状况的契合点。"
纵横四海 緃横四海,8.8,全部 41671 条,"香港浪漫主义警匪动作片的巅峰之作！那段发哥和红姑的轮椅舞堪称香港电影史上的经典镜头~~
发哥在轮椅上和红姑共舞，忘不了啊……
這個組合太誘惑了……
五星，人生挚爱！哥哥、发哥、钟楚红，所有人的表演都太惊艳了，哥哥在桥上自己的画上签名的洒脱，还有俩人配合偷取宝物的情节和动作，喜剧而不失张力。整部电影综合喜剧、浪漫、爱情、动作、情义，多种元素于一体，奔放而不失细腻，带给人深深的满足感和刺激，太给力了 
周润发在轮椅上和钟楚红翩翩起舞的场面再过多少年都不会忘记"
我是山姆 I Am Sam,8.9,全部 40569 条,"all i need is love~很浓的beatles情结，小女孩好萌 
幸亏没让汤姆汉克斯来演。
好片子，西恩·潘不得不赞！
人与人的爱，不是被任何一个条件所限制的 而是出于本能。
“lucy in the sky with diamonds……”十分的亲情，十分的爱，爱的能力并不是取决于智商的高低。原声好，主题好，演员好，但就是有些拖沓与着力过猛。★★★★"
达拉斯买家俱乐部 Dallas Buyers Club,8.8,全部 59955 条,"马修麦康纳和杰瑞德·莱托，他们两不拿小金人真是没天理。现在打赌，2014金球奖和奥斯卡，最佳男主或最佳男配，他们至少一个，若没得奖我吃键盘，上图。立此为据！！8.6（PS：键盘君终于舒了一口气，2014-3-3。= =！）
男主、男配演技都破表了。上次见马修.麦康纳还是<林肯律师>里那个拉轰的帅叔，又屌又骚包，这部就眼窝眍䁖、腮帮塌陷、瘦到脱形的战艾斗士了。最诗意，是万千黄蝶绕身飞舞那一幕，如幻似真。对有些人来说，活着就是紧紧攥住意志力的缰绳，制服那头蹦跶公牛，尽量不从牛背颠下，能待多久，就待多久。
Jared Leto的腿比女人还美！！！Jared Leto的腿比女人还美！！！Jared Leto的腿比女人还美！！！Jared Leto的腿比女人还美！！！【说正事，这热血抗艾片真是百年难遇地好啊，仔细想想，能把life outweighs money这种俗道理包在热血的外衣下讲得这么动情深刻。fuck yea cowboy!!!!
相比什么白宫管家、为奴十二载里面满满地高大上的要拿奥斯卡的春晚主旋律，这部浓浓地不屌反恐同和反艾滋歧视的片子才真是他妈地好看~里面精妙的小设计无数。男主、男配的演技完爆什么Jennifer Lawrence这种傻大妞~
三个主要演员都超好。我甚至觉得变形异装癖Rayon演的更出色。詹妮弗·加纳也超好看在这片里。能把一个本来沉重的故事拍的苦中作乐既有重量又举重若轻，导演和演员都展现了很高的才华。让-马克·瓦雷把一个美国南方的故事拍出了魁北克电影的味道，不容易。"
东邪西毒 東邪西毒,8.6,全部 59737 条,"“每个人都会经历这个阶段，看见一座山，就想知道山后面是什么。我很想告诉他，可能翻过去山后面，你会发觉没有什么特别，回头看会觉得这边更好。但是他不会相信，以他的性格，自己不试试是不会甘心。” 

1999年的时候多么喜欢啊。2009年却在影院呆了二十分钟就走了。从来没有这样过。已经过了看这种东西的时代。许多事情，适合留在记忆里。

对白永远经典。
已經好久沒有這麼NB的片兒出現了……我懷念那個NB的時代……
风继续吹 哥哥继续型
真不知道是王家卫完整了文青的矫情，还是文青的矫情毁了王家卫。"
爆裂鼓手 Whiplash,8.7,全部 92041 条,"如果你还有空去琢磨片子里的不人道行为和思考扭曲的人物关系，那么你也许错过了其中最美妙的部分：节奏。整个电影的剪辑踩着每一个最扣人心弦的镜头行云流水的推进，两个主演的表演也是每一帧都没有跑调，片中所有的轻重缓急都似乎是浑然天成的组合，推着人随节奏进入到只属于艺术人生的不疯魔不成活。
清晰果断。……另外这部电影真是不错的试金石，看看短评就知道了。只从中看到痛苦，而看不到痛苦之中挟裹着快乐的人，大概从没认真追求过什么。
J.k.西蒙斯应该能拿下男配！这片子的节奏感实在太棒了，爵士乐和剪辑简直融为一体了，还有西蒙斯机关枪版恶毒的台词，脏字就像鼓点一样密集且激烈，几场打鼓的重头戏在镜头上都是细碎古怪，靠剪辑重新赋予整体戏一气呵成且不断加速的节奏，可惜整部电影还是碎的，否则就真成大卫·芬奇了。★★★★
他得到了世界，他失去了灵魂。
……还以为是我的驾校师傅"
记忆碎片 Memento,8.6,全部 79224 条,"最靠谱的评论 来自2008-02-24 04:45:21 MILKY_MOMO　我比较倾向“否”的答案，也就是lenny只想杀掉间接导致他妻子死亡的仇人，并且摆脱一直在利用他的teddy。虽然这个答案降低了电影的内涵，破坏了电影的结构美。但这答案符合逻辑。 　　 　　 　　 　　首先，要确定确实存在第２个没有伏法的匪徒（这一点是没有疑问，如果网友有疑问，请自己在电影中寻找答案，篇幅问题，不赘述了）...
导演用一种前无古人的倒序方式营造出“支离破碎”氛围，让观众深刻体验到Lenny破碎的生活及内在，我们如Lenny般扮成侦探，在电影里寻找着所谓的真实。而那织在复杂结构中的情感更让人没有办法不被感动。“如果自欺才能使我快乐，我选择如此的活着。”我们要生存下去必须给自己一个理由，否则就会精神分裂。但那些我们坚持的东西可能只是自己假象中的虚幻。一觉醒来时看着天花板问问自己：我是谁，我为什么在这里。然后你...
真烧脑子
用记忆来确定自己的身份，让自己相信世界仍然存在。
剪辑手法太诡异了，看的我也失忆了。浑身发抖
在六月五日的前一天特意看这部电影的，想了解一个没有记忆的组织，是如何确认自我的，在开头的时候还真以为没有记忆也是能确认自我的，然随着电影延伸，最终仍旧证明一个没有记忆的组织是没有自我的。一个没有自我的组织，在这世界做什么呢？复仇，杀人？"
