Movie Name,Movie Score,Comments Number,Top 5 Comment
上帝之城,8.9,221677,"['脸盲症发作，愣是20分钟才把人脸分清。', '“被上帝抛弃了的上帝之城”。无望之城。抢劫、杀人、贩毒、少年帮派、警匪一家……出生于此的孩子们唯有依靠信仰、爱情、音乐、教育等才有可能“飞跃贫民窟”，但在那之前，你得确保自己活着。“讲故事”的表现形式冲淡了些许戾气，如若不然，也许会残酷得让人看不下去。', '不只枪支，摄影也可以改变命运。血腥暴力、丛林法则以及完全不会出现在明信片上的里约。剪辑酣畅淋漓得像桑巴舞曲。据说奥运期间巴西政府对贫民窟的做法是建堵高墙眼不见为净，我...', '暴力永远是贫民窟不可分割的一部分', '这配乐这镜头！！！！']"
傲慢与偏见,8.6,509989,"['最爱~~~伊丽莎白在大雾中看到渐渐清晰向自己走来的达西先生，我眼睛都湿润了……', '拍得挺美的,拍名著只要不把它拍砸了就是胜利', '那个傲慢的人在溢满雾气的晨曦中走来，用最卑微的姿态求你爱他，甚是美好', '英伦田园的风景美丽如画，绅士淑女的爱情曲折如诗；也许这不是最好的一版，但绝对是最美的一版，画面太迷人了。', '当两个无比骄傲的人终于发现自己的愚蠢，爱情才超越一切从天而至，祥和美好。片尾，Darcy一声接一声、一边亲吻一边温柔地叫着Mrs. Darcy，真是美到摄魂。']"
时空恋旅人,8.7,367386,"['突然悟出一個道理。分分合合的戀情，多半因為其中一方熱切於go back in time，重臨兩人曾經的過往。而另一方並不。', '一般充满温情正能量，几个容易引起美好共鸣的桥段比如婚礼，生娃之类，再配上一个有点儿笨拙但绝对善良痴情的男主，都能在豆瓣上拿个虚高的分数。', '以为它是软科幻片，结果一开始的感觉，它是个喜剧片，紧接着你发现它是个爱情片，然后你发现它个伦理片，最终，你发现它是鸡汤片。不可否认，这鸡汤还是挺美味的。', '关于时空穿越的“技术流”问题不少，但是作为一部有笑有泪又有爱的心灵鸡汤片该做的也都基本表现到位，尤其泪点深得Eternal Sunshine of the Spotless Mind和The Curious Case of Benjamin Button之精髓。', '是放在硬盘里很久了的电影。今天无意间看起来，却意外哭得撕心裂肺。比起片中的爱情，更让我触动的是男主与父亲的亲情线，看完电影马上给父母发了我爱你。 btw,仔细想了想，我庆幸自己没有回到过去的能力，否则可能也会不由自主的修正每一段回忆，但其实正是这些遗憾的笨拙的回忆造就了我，让我是我啊']"
电锯惊魂,8.7,339543,"['最终boss躺着不累吗？？', '这其实是个励志片好不好，杀手先生告诉俺们即使在生命的尽头还是能干成很多事情滴~', '硬伤多，黑人警察傻到爆炸', '看第一部的时候着实被他的情节设计给惊讶到了。', '第二次看，感觉着仍然是一部顶级的血腥电影，结构和叙事都很牛逼，叙事张弛有度。']"
喜宴,8.9,229071,"['李安那句酱油台词太霸道了，大家都没捅破的窗户纸就这样被他。。。可能是编剧有外国人的缘故，台词有点心灵鸡汤啊，不过一切都很完美，喜欢归亚蕾的表演，赵文瑄也确实巨小受哈哈哈。爸爸才是终极boss，不要小看爸爸！懂外语就是王道啊~~~感人的好片', '李安总是善于在西方的文化背景下表现中国文化的细枝末节。被放大致喜剧形式所表现的那场中国婚宴，反讽了中国文化中对于性的压抑…而中国最传统的家庭、家族理念，也在这一场假结婚的风波中进一步深化。隐忍的情感，家庭中的冲突，最终在爱与理解中得到化解。接受了一切向前走，这终是一场喜宴。', '少年时看过后存在硬盘里，想着哪天出柜时放给母亲看。后来母亲走了，我没能给她一场喜宴，也没能给她看过这部电影。这一生再也没有机会了。今晚我囫囵吞枣地又看了一遍，然后删除，从此没有福分将它留在硬盘里。', '故事讲圆了，金素梅的台词功太生硬，想打掉孩子的那两段台词写得不好。', '所以说，结婚的时候一定要搞清楚伴郎和新郎的关系。微虐慎入。']"
教父3,8.9,232001,"['""All the power on faith can\'t change destiny.""\n任何信念的力量，都无法改变命运。\n人们觉得第三部不好的原因只是我们不愿接受故事的真实结局。', '一个完整的教父，最后风烛残年很令人感动。其实并没有像很多人那样不喜欢这部经典的第三部，毕竟时隔这么多年不管是导演还是演员各方面都变化太大了，能保持在水准之上已经实属不易。★★★★', '教父们的遗恨。江山易主、风水轮流转的苦痛。怒火蒙蔽理智。麦克：“文森，你将走向不归路。”暗藏杀机的歌剧音乐会。宗教的介入是一种心灵的救赎，一种精神的寄托。玛莉的死去  阶梯上的红地毯浸满了鲜血。悲剧就是把最好的东西毁坏给你看。', '说实话，我真不喜欢三。', '一切始于对家庭的责任，可是最后却让家人处于更危险的处境之中，不归路有时以这样悖论的方式展开。人们都爱你意气风发的初登场，我却独爱你暮年的晚景凄凉，有悔但仍有爱。反正所有人的结局都一样。']"
谍影重重3,8.8,295355,"['COOL到一塌糊涂！', '格林格拉斯彻底革新了动作场面，干净利落紧张刺激，这也是谍影重重系列最好的一部。', '没啥感觉的公认好片', '喜欢电影的节奏。\r\n(果然,拿了最佳剪辑...)', 'Matt各种有型']"
岁月神偷,8.7,439674,"['突然觉得吴君如如此美丽.', '“在变幻的生命里， 岁月，原是最大的小偷。”我喜欢这种褪色的温情脉脉。', '它讲述了一个前途光明的年轻人死于绝症的故事……煽情处是编剧精准计算的，但小孩子的演绎天然发挥让煽情真实好多。黄金一样的色调和过去情怀，其实不需要死亡也可以表现出岁月流逝的伤感和来日可追的信心。', '主线太俗套，全靠细节、意象和所谓香港精神支撑。最后小弟弟扔掉英国国旗为了“同亲人重逢”，还真tmd和谐', '最美的香港电影']"
英雄本色,8.7,334324,"['香港黑帮电影的代表作！小马哥，那是一个神的样子~~', '“做人有原则，就什么都不怕。” 真的不敢说这是我第一次看《英雄本色》，并不需要多么复杂的炫技，好电影从来都很简单纯粹。怀念最好的港片年代。“他有勇气去改过，你有没有没勇气去接受？” 上海电影节4k修复版。', '我親愛的小馬哥，時至今日你讓我感嘆英雄遲暮更是種折磨……', '英雄泪短,兄弟情长', '早年录像厅模糊印象 夜里被和某人重温了下 大叹原来当年主流片也这么恶心啊！ 张国荣还略显稚嫩 当然这也和面具化的人设不无关系 和十三少 风月 阿飞还远不能相提并论。兄弟情义的问题么，这叫人心慌，这叫人心慌。一向不怎么待见吴宇森的，“我已经倒霉了好多年”令人笑场。']"
七武士,9.2,127045,"['我只能用”高山仰止”四字来形容我对黑泽天皇这部旷世杰作的仰慕之情；纷繁庞杂却又条理清晰的史诗，严苛而精准的镜头和构图，七个武士和若干农民的性格都被描绘得入木三分， “休憩”后的大决战无比恢弘，叹为观止。', '赢的是那些农民，不是我们。', '原以为我会觉得“那时候能够拍成这样已经很了不起了”，看完后才知道“这种拍摄效果今天很多导演尤其中国导演都拍不出来”……\n2019年重看了本片，发现了不少细节。故事开头找武士同伴，师父让徒弟用木棒袭击武士时，几个农民赶紧往后退，由于后退得太自然，以往这个细节被我忽略了，但这个后退的动作，却说明了农民把责任推给了武士（师父），不想承担被袭击武士的怒意，尽管他们才应该是主要责任人、而不是被他们雇佣的师父...', '谁都没赢，即使是村民。', '我们又失败了，那些农民才是胜利者。武士就像风，从大地上漫卷而过，那些农民始终和大地在一起，永远地活下去。——武士拼死相搏，故事的终局却连他们安身立命的信条都给颠覆了，黑泽明这一刀实在是够狠，就是这种狠劲，给我们看见人性的真实和历史的严酷']"
被解救的姜戈,8.7,418349,"['舒尔茨大夫不远万里，来到米国。一个德国人，毫无利己的动机，把强哥的解放事业当作他自己的事业，这是什么精神？这是国际主义的精神，这是基友主义的精神，每一个好基友都要学习这种精神。', '4.5。1.痞子昆就是这样，见你犯困了，他就来场重口味强心剂，于是，你又屁颠颠精神百倍。2.头套突袭那场笑喷了，炸平糖果庄园后的示爱也超浪漫。3.遗憾，姜戈痞气不足，沉默期与着魔期的跨度可以更夸张些。4.配乐及部分诗意输出不如[无耻混蛋]讲究，但台词更见功力了。5.同以解放黑奴，与[林肯]暗合。', '或许不是年度最佳电影，但极可能是最令影迷们过瘾的电影。不再在结构上费心编排的昆汀这次采用了更为传统的单线程叙事，他向通心粉西部片、香港武侠片甚至自己的《无耻混蛋》致敬。混搭音乐、暴力、语言（特别是外语）再一次成为手下重要的道具。塞缪尔·L·杰克逊奉献了他《低俗小说》以来的最佳表演', '一部很high的意大利通心粉西部片，就是那种影迷们期待的痞子昆电影，竟然片中人人都觉得奴隶制很正常！诡辩的话唠神逻辑，绝不吝啬的番茄汁，类型杂糅的舒心配乐， 克里斯托弗·沃兹和塞缪尔·杰克逊神棍级的表演，最后故事又在失控中走向疯狂了，唯一的小遗憾就是影片剪辑的节奏始终慢半拍。★★★★', '前抑后扬，情绪逐级酝酿，最后半小时则以很昆汀的方式回馈观众。老式西部片通常都是杀人不见血，一声枪响一股烟，人就躺下了，昆汀这已经不是血浆了，是血雨，爆开的鲜血之雨。而鲜血染白花也成为昆汀拿手的暴力审美。慢镜、暴血加耍帅，味道都很对。姜戈拼自己名字的时候，旁边是老版的姜戈。4星半']"
功夫,8.5,617049,"['再都不可能出现比它牛B的功夫电影了', '包租公,包租婆,斧头帮,冯小刚被砍,....都是经典.', '周星驰形式上的巅峰，但是意境已走下神坛', '功夫最后结尾所有的角色都以路人出现并不表示这是小男孩的一个幻想，而是说曾经的江湖中人和武林高手，终于都走出恩怨瞅啥，过上了幸福美满的生活，比如神雕侠侣做了普通人，火云邪神指挥起了交通——最大的证据就是，死掉的角色都没有出现，说明故事是真的，不是幻想', '我看了三遍 你相信吗']"
疯狂原始人,8.7,593335,"['梦工厂的动画片做成这样真没什么可哔哔的了。5星走人。', '绝对今年最好的动画片！我凯奇叔和石头姐配音赞爆了！泪点低如我最受不了梦工厂煽亲情！后1/3都在为凯奇叔流泪~老掉牙的外来乱入和一家冒险！但架不住拍的好啊！梦工厂拍成这样再老掉牙的设定我也乐意看！人见人爱无可挑剔五星五星！续集快到碗里来！裤腰带和坦克莫名的萌啊！结尾的飞翔太诺亚方舟了！', '对这种有笑点有泪点，角色可爱故事好看的动画片最没抵抗力了！！！那些毛茸茸的动物好萌，尤其是那只大喵星人！！呆萌呆萌的，看的时候我就忍不住想伸手去捏它大大的肉脸，一根根毛毛看上去那么逼真！！太太太爱那只了！dreamworks这几年创造了太多萌物，第一萌工厂当之无愧。', '绚丽的3D效果+随机乱入的萌物+搞笑亲情大套路+点睛式的人生说教，人见人爱的作品，想象力和娱乐性爆棚；但捧为神作有些过了，它既没有Pixar经典作品的原创性和灵动感，也缺少梦工厂传统大作的独特个性和贱趣味！', '梦工厂又回来了! 亲情, 爱情, 友情一个都不能少! 崭新的背景设定, 奇妙的3D画面, 非常立体的人物刻画! 是继冰河3之后我最喜欢的作品了. 按照第一部的开放式结局来看, 这后面2,3,4的续集那是妥妥的啊!']"
哪吒闹海,9.1,162993,"['蒋勋在孤独六讲里写哪吒，他说，我记得年少时，读到哪吒把肉身还给父母，变成幽魂，最后找了与父母不相干的东西作为肉体的寄托，隐约感觉到那是当时的我最想做的背叛，我不希望有血缘，血缘是我巨大的负担和束缚。父母是我们最大的原罪，是一辈子还不了的亏欠，就是欠他骨肉，欠他血脉，所以当小说描述到哪吒削骨还父，割肉还母时，会给读者带来那么大的震撼。可是，这个角色在过去饱受争议，大家不敢讨论他，因为在百善孝为先的前...', '一个彻头彻尾的反叛形象，也是中国银幕史上一段极为少见、如此尖锐、激烈和惨痛的反叛历程，相比于孙悟空和天庭（统治阶级）的对抗，哪吒做出了中国传统观念中最艰难的一种反叛，在于“孝文化”是深植骨血之中的，是几千年不允许触碰的绝对底线，被他用一种最悲壮、最惨烈的方式夺回了自我的控制权，告诉所有人，“身体发肤、父精母血”，所有受之父母，又反过来牵制和束缚的，我统统还给你们，哪怕是我赖以为生的东西，去挑战一种...', '电影真的是时代的产物，小时候看这版的哪吒，不觉得故事有问题，现在再看，才发现这是一个政治味道浓重的故事，传达的价值观念赤裸裸。对比饺子导演对【哪吒之魔童降世】的处理，我命由我不由天的主题又很符合我们当下的主流价值观，哪吒变成了另外一个故事，可能会成为现在这代小朋友的童年回忆，和我们这一代看的哪吒是完全不一样的，可能这就是讲故事的魅力吧。', '年轻勇敢的战士，为保护更年轻的一代不被老朽腐坏的政权吞食，抛弃了自己的血肉之躯，与怯懦的父亲决裂，战斗过后，向着光明的未来奔去。但是龙王是杀不死的啊，死了还会有新的龙王，永远渴求着更多的童男童女，几千年了，哪吒还打得动吗？', '省去了繁复、冗长的成长脉络，纯粹提炼出某种极致的哪吒精神，提炼出中国古画与戏曲的精华，刺破权力体制的虚伪和大人世界的荒谬。哪怕世界对不义卑躬屈膝，哪怕至亲对真相懦弱回避，坦荡立于天地间的少年，也没有一丝一毫的畏惧。满腔愤恨，持剑自刎，养育之恩，一刀两断。我将骨肉还于你，我用莲藕为躯体。红绫金圈，打尽天下不公事；三头六臂，看遍世间无情人。可在真正长大复仇之前，也难免要对着疼爱自己的师父痛哭流涕。']"
天书奇谭,9.2,130547,"['普罗米修斯', '中国动画的巅峰。', '小时候看过很多遍的动画片，现在想起国产动画片依旧觉得是经典。故事性很强，人物特点鲜明，三个笨狐狸很逗趣，印象深刻。', '动画好多，经典的却很少，是吧蛋生。。。。', '浅绛山水斧劈皴，\n游丝描绘众生相，\n最爱狐狸老太婆，\n最爱独腿小书生，\n一蹦一跳去吃鸡，\n蹦入清明上河图，\n蹦入东京梦华录~']"
心迷宫,8.7,330113,"['国产犯罪片越来越好。「烈日灼心」力道够了，然剧本硬伤太重。「心迷宫」的剧本真是惊喜。如此群戏能这样流畅地自圆，已实属不易；时间线打散却又让观众能轻易缕清而不显杂乱无章，确是匠心别具地精巧。开场即惊艳；结尾父子对峙戏太棒。当然，为过审加上的那行字幕让人出戏，不过相信以后会更好。', '四星半，《罗生门》架构+《怪尸案》讽刺。麻雀虽小，五脏俱全。第一幕铺垫很满，后两幕循序渐进嵌套在整个宏观的时间体系内，体现了剧本结构的匠心。尸体的几经易主令人哭笑不得，也折射出社会的荒谬与生者潜藏的兽性，罪过只得靠祈求神灵来寻求庇护。父子鸿沟也在尸体的挖(进)埋(退)两难中找到了答案', '【B+】封闭的村庄，悬疑前置的凶杀，阴差阳错的众生相，故事设定和结构都像极马尔克斯的《一桩事先张扬的谋杀案》，环环相扣互为因果，挖了一堆坑，全部严禁密实的填上，故事编的一个大写的牛逼。除了为审查和怕观众不懂的而妥协的最后十分钟，以及成本问题造成的技术毛糙，五星着实。', '诺兰结构科恩风格本土叙事，五星鼓励', '9分！在体制下以极低成本拍出这样一部院线电影，看完心里有一种冷静的热血沸腾！主要手法上其实就是我们见多了的多线索叙事，特别之处在于它能以一个原生的中国乡村故事去挖掘人性。细节的埋设，故事线索的编排，都基本完满通顺，有想法有落实，实在可贵！']"
真爱至上,8.6,501586,"['1、每当我对世局倍感忧虑时，就会想到希思罗机场的入境闸口。人们认为世界充满仇恨与贪婪，但我却不同意。在我看来爱无处不在，虽然未必来的轰轰烈烈，但是爱永远存在。父子，母女，夫妻，男朋友，女朋友，老朋友，当飞机撞上世贸大厦时，临终打出的电话，谈的不是报复，而都是爱。如果你肯留意，你会发现爱其实无处不在。love actually is all around.', '还有比受爱情煎熬更惨和更甜蜜的事吗？', 'Where the fuck is my fucking coat?', '“这是我一天当中最喜欢的时光，载着你；这是我一天中最痛苦的时候，离开你…” 圣诞节必备佳片。', '憨豆是万能！比性和项链更糟糕的是爱和项链。为了你去学习一门新的语言多么美好。为爱向前冲的正太是最帅气的男人！这片子根本就是用来催泪的！圣诞节不能说谎，圣诞节做什么都会被原谅。']"
萤火虫之墓,8.7,307730,"['又精致又催人泪下。可是二战时期的日本一点也不值得让人那么同情', '“我们做错了什么？”这话应该由日本人说么，即使是平民？妹妹的神态、动作、配音都绝了。', '其实我非常想给两星。给这剧情。给这劣作。', '虽然事先知道这是个煽情的片子，知道它注定是个悲剧，还是哭了。告诉你这是个悲伤电影，在你准备好的情况下，还能达到效果，的确是个好片子', '日本人博取同情的功利 是中国的N倍。']"
三块广告牌,8.7,579697,"['这部竟然拍得非常温柔，有点落寞和伤感，看完会被人的善良所打动。虽然确实有些天真，但还是好爱这样的电影，会让你很享受这个故事。当然，导演之前擅长的喜剧部分仍然很到位。几个演员都非常出色，女主和两个男配，写得好，演得更好。挺奥斯卡的片，应该能有斩获吧。', '我的情绪和观点在这100分钟里面不停地翻转和颠覆', '一晚上居然写了三封信！厉害了Woody叔。环环相扣，宿命轮回，错与对的双刃剑，比《杀手没有假期》更以小见大，提前预定今年奥斯卡最佳影片。女主、双男配演技巅峰，群戏也个个出色，剧本无可挑剔，开放式结局令人唏嘘…“-你确定我们还要这么做吗？-我不确定。-我们可以路上慢慢决定”', '#Venice2017# 影后已出。真是教科书一般的好剧本，破了不少套路，人物塑造十分生动。再加上导演控制力很强，不乏幽默感，也有不错的社会观察。对仇恨与愤怒的探讨颇有与当下社会状况的契合点。', '这题材太适合奥斯卡最佳影片了，完全贴合美国社会热点。人物和结尾写得不错，洛克威尔是目前为止我心目中的年度最佳男配。Burwell的配乐动人。但是麦克唐纳再次证明他是一个精于算计的戏剧编剧而不是一个优秀的电影导演。以及大家称赞群像表演时请把艾比·考尼什排除在外谢谢。']"
纵横四海,8.8,271635,"['有新武侠的潇洒。        “其实爱一个人并不是要跟她一辈子的。我喜欢花，难道你摘下来让我闻；我喜欢风，难道你让风停下来；我喜欢云，难道你就让云罩着我；我喜欢海，难道我就去跳海？”', '你们都知道我的性格，我喜欢西逛逛，东逛逛，我喜欢流浪，其实爱一个人并不是要跟她一辈子的，我喜欢花， 难道我摘下来你让我闻闻，我喜欢风，难道你让风停下来，我喜欢云，难道你就让云罩着我，我喜欢海，难道我去跳海？', '优雅——除了这两个字，我不知道怎样表达爱慕之情啦。', '我常不自量力地寧願gorgor一直活在那兩年', '三个主演周润发、钟楚红、张国荣的表演都太岀色，明星魅力无法阻挡，在他们充满活力的青春年华相遇在一部影片中，给观众留下美好的回忆。']"
我是山姆,8.9,197893,"['怎么说呢，西恩潘的表演五星，范宁五星，菲佛五星，也被催泪的不得了，可就是不知道问题在哪里，不喜欢这个（也确实显得很真实的）故事。', '哭到只剩半条人命~', '哭得稀里哗啦~', '人与人的爱，不是被任何一个条件所限制的 而是出于本能。', '“lucy in the sky with diamonds……”十分的亲情，十分的爱，爱的能力并不是取决于智商的高低。原声好，主题好，演员好，但就是有些拖沓与着力过猛。★★★★']"
达拉斯买家俱乐部,8.8,308649,"['男主、男配演技都破表了。上次见马修.麦康纳还是<林肯律师>里那个拉轰的帅叔，又屌又骚包，这部就眼窝眍䁖、腮帮塌陷、瘦到脱形的战艾斗士了。最诗意，是万千黄蝶绕身飞舞那一幕，如幻似真。对有些人来说，活着就是紧紧攥住意志力的缰绳，制服那头蹦跶公牛，尽量不从牛背颠下，能待多久，就待多久。', 'Jared Leto的腿比女人还美！！！Jared Leto的腿比女人还美！！！Jared Leto的腿比女人还美！！！Jared Leto的腿比女人还美！！！【说正事，这热血抗艾片真是百年难遇地好啊，仔细想想，能把life outweighs money这种俗道理包在热血的外衣下讲得这么动情深刻。fuck yea cowboy!!!!', '绝症不可怕，绝望才可怕。绝育不算难，绝欲才叫难。', '相比什么白宫管家、为奴十二载里面满满地高大上的要拿奥斯卡的春晚主旋律，这部浓浓地不屌反恐同和反艾滋歧视的片子才真是他妈地好看~里面精妙的小设计无数。男主、男配的演技完爆什么Jennifer Lawrence这种傻大妞~', '三个主要演员都超好。我甚至觉得变形异装癖Rayon演的更出色。詹妮弗·加纳也超好看在这片里。能把一个本来沉重的故事拍的苦中作乐既有重量又举重若轻，导演和演员都展现了很高的才华。让-马克·瓦雷把一个美国南方的故事拍出了魁北克电影的味道，不容易。']"
东邪西毒,8.6,415552,"['“每个人都会经历这个阶段，看见一座山，就想知道山后面是什么。我很想告诉他，可能翻过去山后面，你会发觉没有什么特别，回头看会觉得这边更好。但是他不会相信，以他的性格，自己不试试是不会甘心。” \r\n', '如果感情是可以分胜负的话，我不知道她是不是赢了，但我很清楚，从一开始，我就输了。', '当一个人没有办法拥有的时候,最好的办法就是,让自己不要忘记....\r\n因为这句话喜欢这电影.', '你以为谈的是武侠，其实谈的是爱情；你以为谈的是爱情，其实谈的是人生。', '风继续吹 哥哥继续型']"
爆裂鼓手,8.7,377880,"['我在同样变态的师傅手下呆了三年，祖宗十八代被骂了个遍，没空吃饭上厕所睡觉交朋友谈恋爱，脊椎侧弯，颈椎强直，严重慢性疲劳，什么都没干，就是学敲键盘写文章。而我的极限在我妈看来不过是纸上吹牛皮而已。这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力', '如果你还有空去琢磨片子里的不人道行为和思考扭曲的人物关系，那么你也许错过了其中最美妙的部分：节奏。整个电影的剪辑踩着每一个最扣人心弦的镜头行云流水的推进，两个主演的表演也是每一帧都没有跑调，片中所有的轻重缓急都似乎是浑然天成的组合，推着人随节奏进入到只属于艺术人生的不疯魔不成活。', '导演对音乐的掌控可说是登峰造极（参考前年导演编剧的Grand Piano，虽剧情极糟但钢琴演奏段落也与本片如出一辙地血脉喷张），高速剪辑全面追赶大卫芬奇，几近变态的师生角力让主角数次被逼上绝路时给观众带来一种惊悚片般的窒息快感，最后控制地位逆转的大爆发只能用三个字形容：狠！准！爽！', '他得到了世界，他失去了灵魂。', '看完许久心跳还在加速，并觉得绳命的心跳从此都会加速下去。Simmons脸上的皱纹变化比鲜血四溅还有戏。各方面都水准极高的处女座（导演真是nice到爆，聊天聊的老开心，祝福前途满满<3']"
记忆碎片,8.6,422774,"['最靠谱的评论 来自2008-02-24 04:45:21 MILKY_MOMO\u3000我比较倾向“否”的答案，也就是lenny只想杀掉间接导致他妻子死亡的仇人，并且摆脱一直在利用他的teddy。虽然这个答案降低了电影的内涵，破坏了电影的结构美。但这答案符合逻辑。 \u3000\u3000 \u3000\u3000 \u3000\u3000 \u3000\u3000首先，要确定确实存在第２个没有伏法的匪徒（这一点是没有疑问，如果网友有疑问，请自己在电影中寻找答案，篇幅问题，不赘述了）...', '不错,一开始我还以为家里的DVD坏了,怎么倒着放的', '神奇的剪辑让故事内容呈现出了光怪陆离的多种路径，在记忆的初期，只需要烧掉两张照片，多加一个注脚，命运就会像一俩失去了刹车的悍马一样在历史的胡同里横冲直撞，莱纳在片刻清醒时的自问自答讨论存在感，需要多看几遍才理解', '如果还没看过，那么现在最该做的是千万别看任何有关的评论，立刻飞奔到影碟店，买张带导演评论的D版，然后开始失忆之旅。', '用记忆来确定自己的身份，让自己相信世界仍然存在。\r\n剪辑手法太诡异了，看的我也失忆了。浑身发抖']"
荒蛮故事,8.8,277352,"['《恨我的人都去死吧》《姑娘，让我喂你的仇人老鼠药吧》《古有泼妇骂街，今有壮士斗街》《该死的收费站，炸裂》《黑吃黑谈判》《相爱相杀的婚礼直播》，喜欢第一个，第三个，第六个。', '“跟你做的比起来，我那做的都不算什么” 魔性十足，荒诞满分。每个人都有过一闪而过的犯罪念头，这部片子把我们没敢做出来的那部分呈现出来，狠狠戳中我们的软肋。这个世界总是如此厌倦又可笑。“没人不希望恶有恶报，但又没人愿意脏了自己的手。”', '拖车爆破那段儿结尾的温馨-1星', '如果硬要和贾樟柯的[天注定]相比，那科长的叙事节奏就像赵涛那张“演技派”的脸。片中6个小故事叙事包袱一抖再抖，这种一波三折的黑色故事确实很招人喜欢，它们的惊与喜、讽刺和无语都是显而易见的。我在想，大家都别整天想着抄《黑镜》了，这样的黑色操蛋故事整成一个剧集同样会是神作。★★★★', '碎片化的形式，有点像之前罗马尼亚一堆人鼓捣的《黄金时代的故事》，只不过这边是一个人拍的。观感挺不错，但说“经典”，还远远称不上。即便有的碎片很完整很精彩，像公路恶斗。也有作到死的相爱相杀，文青们的最爱。可是，终究缺乏一个形式上的统一，并且太容易分出高下。']"
贫民窟的百万富翁,8.6,548024,"['得2000万的时候全场欢呼，我却哭了，为他哥。life is shit, but god is great.', '主持人真的很像毕福剑', '想了想，还是给了四星——其实我觉得它没有那么好。动人的音乐，流畅的节奏，美丽的画面——纵然肮脏也是美丽的，自始至终都充满了那种顽强的，不可遏止的生命力。\n但还是觉得……无论如何都有着欧美导演看东方那种猎奇的意思。这种“猎奇”对我们来说其实也是一样——繁华与污秽并存的孟买，阳光尘土中的泰姬陵，黑暗的街巷，垃圾堆上的贫民窟……包含的元素和符号太多了。固然有着野心和足够的手段，但同时也会冲散很多东西。\n...', '在这样一个现实社会之中，杰玛赢走的不仅仅只是金钱！而是生活在水生火热的底层社会中的每一个民众试图改变自身命运的梦想。', '严格意义上说这并不是一部真正的印度电影，印度只是个背景而已，西方人眼中的印度。']"
头号玩家,8.7,967691,"['全场喊牛逼！没啥是斯皮尔伯格做不到的了，在一个商业片中把所有的特效情怀和爱结合得完整而彻底，让影迷乐迷游戏迷接二连三地高潮，即使都不是也能看得花枝乱颤，这样应该算是完美了吧。而最后也竟然默默抹了把眼泪…Reality is the only thing that is real.', '公民凯恩串起了闪灵、鬼娃、高达、哥斯拉、亚基拉、街霸、铁巨人、金刚、龟波气功……，加上迪斯科音乐和各种游戏卡，简直是是一部全球世纪流行文化编年史。感谢撕皮儿剥壳，把我们这些大孩子一把拉回追看《回到未来》和《夺宝奇兵》的神奇年代，跟着逼真的特技和癫狂的想象去重温我们的“玫瑰花蕾“。', '恕我直言，比老斯会拍爆米花电影的人还没出生吧？玩梗玩的贼6，金刚、侏罗纪、异形、哥斯拉......闪灵那段更是惊艳到爆炸，惊喜一个接一个的来！还有能不能轻虐我们钢铁巨人啊，心疼死了～', '太好看了，我们这一代人的文化真的全在里面了，2045年你们要是建不出这样的虚拟世界，新年钟声敲响的一刻我立马举枪自杀', '老男孩斯皮尔伯格或许借此片宣告了未来电影的走向，电影不再是用来看的，而是用来玩的']"
黑天鹅,8.6,613103,"['舞台上那段黑天鹅太惊艳了！！！！！！Natalie这牛逼演技！！！！！！', '完美主义的确是一种失败的人格学说，直接导致走火入魔丧心病狂。Portman演得好用力，看得我心里发毛。假如她凭此片拿小金人的话，不为过。', '其实没想象中精彩，精神分裂的表现力度不太够，手法也比较陈旧，差出fight club几个档次，大半夜的愣是没让我有一丁点紧张或局促的感官反应。反倒是配乐和Natalie的精彩表演收服了我，整部电影在交响乐的烘托下活像一出慷慨悲壮的天鹅舞剧，Natalie美翻了', '就是个外国版“不疯靡不成活”的故事，加那么一点《钢琴教师》的桥段，怎么说呢，虽然natalie很用力在演，不过总觉得缺了点什么。剧本如人，可能是神经太紧绷了，反就不容易好。\r\n', '娜塔莉·波特曼的演技啊！达伦·阿罗诺夫斯基的黑暗啊！']"
人生果实,9.5,77743,"['“老头子 之后的事我会努力活下去 放心吧 那个 你等我 等我生命到尽头变成骨灰的时候 我们一起周游南太平洋 等我到那个时候 说好了哦 一个人会很寂寞 但要好好的等着我 我很期待再见到你 我会好好活下去的”', '老爺爺去台灣對著暌違六十年的老友墳墓，說“永別了！”，看得我潸然淚下。導演說，從來沒有“拍到了精彩時刻”的感覺，但剪出來卻發現意外地好。自給自足、順應四時，一種人生的範式，讓人嚮往變老。', '可能我也是需要这样一幢平房这样一个庭院的精神病吧。', '实力羡慕花子，爷爷奶奶太宠溺了吧……树木希林的旁白好好听……生死部分也特别好。', '生活中真没见到90岁还这么身体硬朗、精神矍铄，没有什么老态的老人，可能是老两口做任何事永远都是亲力亲为的原因吧，人生的果实，其实都是年轻时结下的，所谓性格即命运，真的是没有错。']"
